"工作表导出位置: C:\Users\Admin\Documents\Agilent\ICP Expert\My Results\20181123-1 ICP-Heavy Metal-Fe-FACT.esws"
""
"标签","类型","日期时间","元素","元素标签","标记","未计算的数据","浓度","单位","强度","浓度 SD","浓度 %RSD","强度 SD","强度 %RSD","重量","体积","稀释系数","内标","LIMS ID","自定义","自定义参比","采样日期时间","采样地点","说明","重复项","浓度 重复项 1","浓度 重复项 2","浓度 重复项 3","强度 重复项 1","强度 重复项 2","强度 重复项 3","标记 重复项 1","标记 重复项 2","标记 重复项 3"
"STD 0.04","标样","2018/11/23 13:10:51","Sb 217.582","Sb(ref)","","0.04000","0.04000","ppm","33.24708","-","-","2.46778","7.42","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","33.12332","30.84352","35.77441","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Sb 231.146","Sb(ref)","","0.04000","0.04000","ppm","28.54478","-","-","7.54611","26.44","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","36.64361","27.27934","21.71139","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Se 196.026","Se","","0.04000","0.04000","ppm","51.72180","-","-","15.61913","30.20","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","33.68905","61.00724","60.46910","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Se 203.985","Se(ref)","","0.04000","0.04000","ppm","20.71283","-","-","4.03467","19.48","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","24.59549","16.54164","21.00135","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Sn 189.925","Sn","","0.04000","0.04000","ppm","45.24810","-","-","9.07874","20.06","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","52.00175","48.81495","34.92761","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Sn 235.485","Sn(ref)","","0.04000","0.04000","ppm","36.44328","-","-","4.95507","13.60","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","32.56935","34.73372","42.02678","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Sn 283.998","Sn(ref)","","0.04000","0.04000","ppm","94.60684","-","-","2.58298","2.73","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","95.44661","96.66543","91.70847","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Sr 407.771","Sr","","0.04000","0.04000","ppm","152314.79406","-","-","509.98101","0.33","-","-","-","-","","","","","","","3","0.04000","0.04000","0.04000","152869.15116","151865.57835","152209.65267","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Sr 421.552","Sr(ref)","","0.04","0.04","ppm","60639.75","-","-","258.03","0.43","-","-","-","-","","","","","","","3","0.04","0.04","0.04","60899.94","60383.93","60635.38","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Sr 460.733","Sr(ref)","","0.04","0.04","ppm","3317.93","-","-","19.89","0.60","-","-","-","-","","","","","","","3","0.04","0.04","0.04","3336.18","3320.88","3296.73","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Y 324.228","Y","","0.93672","0.93672","比值","73063.46306","0.00599","0.63955","467.27896","0.64","-","-","-","-","","","","","","","3","0.94314","0.93128","0.93573","73564.45213","72639.45457","72986.48250","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Y 360.074","Y","","0.94007","0.94007","比值","136272.57686","0.00266","0.28249","384.95880","0.28","-","-","-","-","","","","","","","3","0.94284","0.93755","0.93983","136674.10166","135906.65802","136236.97089","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Y 371.029","Y","","0.93802","0.93802","比值","87484.33140","0.00158","0.16813","147.08710","0.17","-","-","-","-","","","","","","","3","0.93894","0.93620","0.93893","87569.51058","87314.49010","87568.99351","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Zn 202.548","Zn","","0.04","0.04","ppm","705.75","-","-","6.23","0.88","-","-","-","-","","","","","","","3","0.04","0.04","0.04","698.99","711.27","706.98","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Zn 206.200","Zn(ref)","","0.04000","0.04000","ppm","107.53052","-","-","4.85778","4.52","-","-","-","Y (371.029 nm)","","","","","","","3","0.04000","0.04000","0.04000","103.51007","112.92823","106.15325","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Zr 339.198","Zr","","0.04","0.04","ppm","1329.13","-","-","23.29","1.75","-","-","-","-","","","","","","","3","0.04","0.04","0.04","1355.82","1318.56","1313.00","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Zr 343.823","Zr(ref)","","0.04","0.04","ppm","1603.51","-","-","8.88","0.55","-","-","-","-","","","","","","","3","0.04","0.04","0.04","1613.75","1598.96","1597.82","","",""
"STD 0.04","标样","2018/11/23 13:10:51","Zr 349.619","Zr(ref)","","0.04","0.04","ppm","7587.79","-","-","31.23","0.41","-","-","-","-","","","","","","","3","0.04","0.04","0.04","7551.76","7607.09","7604.52","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Al 396.152","Al","","0.05000","0.05000","ppm","2731.97226","-","-","42.31663","1.55","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","2711.84461","2780.59585","2703.47633","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Al 394.401","Al(ref)","","0.05000","0.05000","ppm","1243.04892","-","-","28.11316","2.26","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","1210.58734","1259.46463","1259.09480","","",""
"STD 0.05","标样","2018/11/23 13:11:27","As 188.980","As","","0.05000","0.05000","ppm","60.81665","-","-","11.15830","18.35","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","48.74300","62.95760","70.74935","","",""
"STD 0.05","标样","2018/11/23 13:11:27","As 193.696","As(ref)","","0.05000","0.05000","ppm","42.76379","-","-","11.61570","27.16","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","35.67535","36.44698","56.16905","","",""
"STD 0.05","标样","2018/11/23 13:11:27","As 197.198","As(ref)","","0.05000","0.05000","ppm","25.21047","-","-","11.41960","45.30","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","38.38111","18.07013","19.18018","","",""
"STD 0.05","标样","2018/11/23 13:11:27","As 234.984","As(ref)","","0.05000","0.05000","ppm","80.87229","-","-","6.20008","7.67","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","84.55272","73.71401","84.35015","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Ba 233.527","Ba","","0.05000","0.05000","ppm","2167.57081","-","-","21.76811","1.00","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","2168.74312","2145.24023","2188.72907","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Ba 230.424","Ba(ref)","","0.05000","0.05000","ppm","1323.09763","-","-","13.35146","1.01","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","1319.71036","1311.76605","1337.81648","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Ba 493.408","Ba(ref)","","0.05000","0.05000","ppm","50848.05001","-","-","100.33306","0.20","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","50835.21025","50954.18487","50754.75491","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Ba 614.171","Ba(ref)","","0.05000","0.05000","ppm","32478.01971","-","-","125.92642","0.39","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","32389.90528","32421.90532","32622.24851","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cd 228.802","Cd","","0.05000","0.05000","ppm","875.29061","-","-","4.02398","0.46","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","873.12154","879.93376","872.81652","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cd 214.439","Cd(ref)","","0.05000","0.05000","ppm","777.62197","-","-","3.87073","0.50","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","781.50583","773.76451","777.59555","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cd 226.502","Cd(ref)","","0.05000","0.05000","ppm","1019.18602","-","-","7.57848","0.74","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","1010.46682","1024.18996","1022.90126","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cd 326.105","Cd(ref)","","0.05000","0.05000","ppm","292.40098","-","-","31.28412","10.70","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","317.42283","257.32623","302.45388","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cd 508.582","Cd(ref)","","0.05000","0.05000","ppm","115.97913","-","-","38.40548","33.11","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","158.90387","84.86893","104.16458","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Co 237.863","Co","","0.05000","0.05000","ppm","312.80360","-","-","5.60126","1.79","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","311.33943","308.07985","318.99153","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Co 228.615","Co(ref)","","0.05000","0.05000","ppm","527.63705","-","-","16.93747","3.21","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","510.18027","544.00242","528.72847","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Co 230.786","Co(ref)","","0.05000","0.05000","ppm","321.33519","-","-","6.99827","2.18","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","326.97138","313.50203","323.53215","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cr 267.716","Cr","","0.05000","0.05000","ppm","1321.05709","-","-","12.32111","0.93","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","1306.99918","1329.98107","1326.19101","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cr 205.560","Cr(ref)","","0.05000","0.05000","ppm","235.92699","-","-","4.07699","1.73","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","232.45208","234.91388","240.41500","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cr 206.158","Cr(ref)","","0.05000","0.05000","ppm","72.74667","-","-","6.62442","9.11","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","78.71061","65.61663","73.91278","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cu 327.395","Cu","","0.05000","0.05000","ppm","1659.11643","-","-","48.76722","2.94","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","1706.66976","1609.21980","1661.45972","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cu 213.598","Cu(ref)","","0.05000","0.05000","ppm","262.20327","-","-","7.01785","2.68","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","264.71721","267.61791","254.27471","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Cu 324.754","Cu(ref)","","0.05000","0.05000","ppm","2704.78633","-","-","3.36113","0.12","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","2708.64714","2703.19913","2702.51271","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Fe 238.204","Fe","","0.05000","0.05000","ppm","1582.88958","-","-","17.88499","1.13","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","1564.49916","1600.22218","1583.94741","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Hg 184.887","Hg","","0.05000","0.05000","ppm","76.99451","-","-","2.82250","3.67","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","75.16703","80.24529","75.57121","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Hg 194.164","Hg(ref)","","0.05000","0.05000","ppm","103.00411","-","-","5.26360","5.11","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","99.40266","100.56482","109.04484","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Hg 253.652","Hg(ref)","","0.05000","0.05000","ppm","113.86837","-","-","10.12428","8.89","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","108.52174","107.53829","125.54509","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Mn 257.610","Mn","","0.05000","0.05000","ppm","5561.82444","-","-","22.95611","0.41","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","5547.16326","5550.02989","5588.28015","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Mn 259.372","Mn(ref)","","0.05","0.05","ppm","2413.50","-","-","14.75","0.61","-","-","-","-","","","","","","","3","0.05","0.05","0.05","2403.28","2406.82","2430.41","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Mn 260.568","Mn(ref)","","0.05","0.05","ppm","453.97","-","-","3.67","0.81","-","-","-","-","","","","","","","3","0.05","0.05","0.05","457.85","450.55","453.51","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Mo 201.512","Mo","","0.05","0.05","ppm","105.29","-","-","28.86","27.41","-","-","-","-","","","","","","","3","0.05","0.05","0.05","83.72","94.07","138.08","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Mo 202.032","Mo(ref)","","0.05000","0.05000","ppm","228.68165","-","-","19.23458","8.41","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","243.23515","235.93474","206.87507","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Mo 204.598","Mo(ref)","","0.05","0.05","ppm","135.32","-","-","3.06","2.26","-","-","-","-","","","","","","","3","0.05","0.05","0.05","132.43","135.01","138.54","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Ni 231.604","Ni","","0.05000","0.05000","ppm","127.60729","-","-","5.12768","4.02","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","128.66357","122.03373","132.12457","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Ni 216.555","Ni(ref)","","0.05000","0.05000","ppm","201.01990","-","-","14.68207","7.30","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","201.78595","185.96980","215.30395","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Ni 221.648","Ni(ref)","","0.05000","0.05000","ppm","56.59243","-","-","2.29454","4.05","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","57.30905","54.02511","58.44314","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Pb 220.353","Pb","","0.05000","0.05000","ppm","72.26660","-","-","3.92655","5.43","-","-","-","Y (360.074 nm)","","","","","","","3","0.05000","0.05000","0.05000","68.48772","71.98627","76.32580","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Pb 182.143","Pb(ref)","","0.05000","0.05000","ppm","15.53829","-","-","17.26846","> 100.00","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","6.87179","35.42367","4.31941","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Pb 217.000","Pb(ref)","","0.05000","0.05000","ppm","13.08058","-","-","8.12141","62.09","-","-","-","Y (360.074 nm)","","","","","","","3","0.05000","0.05000","0.05000","21.14331","4.90173","13.19668","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Pb 261.417","Pb(ref)","","0.05000","0.05000","ppm","16.12977","-","-","8.43107","52.27","-","-","-","Y (360.074 nm)","","","","","","","3","0.05000","0.05000","0.05000","6.40192","21.32483","20.66257","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Pb 283.305","Pb(ref)","","0.05000","0.05000","ppm","41.42129","-","-","5.52062","13.33","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","47.17921","36.17335","40.91133","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sb 206.834","Sb","","0.05000","0.05000","ppm","74.59659","-","-","7.62780","10.23","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","80.99648","66.15599","76.63729","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sb 217.582","Sb(ref)","","0.05000","0.05000","ppm","32.83540","-","-","3.18471","9.70","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","35.00374","29.17905","34.32341","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sb 231.146","Sb(ref)","","0.05000","0.05000","ppm","29.11745","-","-","1.27855","4.39","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","27.67357","29.57274","30.10604","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Se 196.026","Se","","0.05000","0.05000","ppm","45.93648","-","-","8.54644","18.60","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","39.77282","55.69278","42.34384","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Se 203.985","Se(ref)","","0.05000","0.05000","ppm","30.06088","-","-","7.79909","25.94","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","21.32309","36.31764","32.54191","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sn 189.925","Sn","","0.05000","0.05000","ppm","48.29655","-","-","10.62616","22.00","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","36.16110","52.79473","55.93382","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sn 235.485","Sn(ref)","","0.05000","0.05000","ppm","40.89444","-","-","2.51300","6.15","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","42.96617","38.09900","41.61816","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sn 283.998","Sn(ref)","","0.05000","0.05000","ppm","129.93223","-","-","0.97936","0.75","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","129.13041","129.64252","131.02376","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sr 407.771","Sr","","0.05000","0.05000","ppm","187616.76221","-","-","116.95910","0.06","-","-","-","-","","","","","","","3","0.05000","0.05000","0.05000","187631.96500","187492.94512","187725.37650","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sr 421.552","Sr(ref)","","0.05","0.05","ppm","74515.75","-","-","22.17","0.03","-","-","-","-","","","","","","","3","0.05","0.05","0.05","74539.63","74511.79","74495.82","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Sr 460.733","Sr(ref)","","0.05","0.05","ppm","4120.87","-","-","74.76","1.81","-","-","-","-","","","","","","","3","0.05","0.05","0.05","4102.12","4057.28","4203.23","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Y 324.228","Y","","0.93124","0.93124","比值","72636.38454","0.00181","0.19421","141.06374","0.19","-","-","-","-","","","","","","","3","0.92948","0.93115","0.93309","72498.83348","72629.60373","72780.71640","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Y 360.074","Y","","0.93485","0.93485","比值","135516.22418","0.00053","0.05692","77.14029","0.06","-","-","-","-","","","","","","","3","0.93539","0.93432","0.93486","135593.24252","135438.96252","135516.46749","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Y 371.029","Y","","0.93333","0.93333","比值","87046.47265","0.00098","0.10486","91.27577","0.10","-","-","-","-","","","","","","","3","0.93339","0.93427","0.93232","87052.49927","87134.58577","86952.33290","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Zn 202.548","Zn","","0.05","0.05","ppm","661.37","-","-","20.88","3.16","-","-","-","-","","","","","","","3","0.05","0.05","0.05","677.71","668.55","637.85","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Zn 206.200","Zn(ref)","","0.05000","0.05000","ppm","103.51429","-","-","2.67658","2.59","-","-","-","Y (371.029 nm)","","","","","","","3","0.05000","0.05000","0.05000","106.50952","101.35675","102.67660","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Zr 339.198","Zr","","0.05","0.05","ppm","1646.98","-","-","7.40","0.45","-","-","-","-","","","","","","","3","0.05","0.05","0.05","1638.97","1648.40","1653.56","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Zr 343.823","Zr(ref)","","0.05","0.05","ppm","1986.97","-","-","7.17","0.36","-","-","-","-","","","","","","","3","0.05","0.05","0.05","1979.29","1993.48","1988.13","","",""
"STD 0.05","标样","2018/11/23 13:11:27","Zr 349.619","Zr(ref)","","0.05","0.05","ppm","8048.61","-","-","35.33","0.44","-","-","-","-","","","","","","","3","0.05","0.05","0.05","8008.45","8074.92","8062.45","","",""
"STD 0.1","标样","2018/11/23 13:12:03","Al 396.152","Al","","0.10000","0.10000","ppm","4470.72933","-","-","40.56363","0.91","-","-","-","-","","","","","","","3","0.10000","0.10000","0.10000","4474.55257","4428.38944","4509.24599","","",""
"STD 0.1","标样","2018/11/23 13:12:03","Al 394.401","Al(ref)","","0.10000","0.10000","ppm","1724.36262","-","-","28.11768","1.63","-","-","-","-","","","","","","","3","0.10000","0.10000","0.10000","1693.54124","1730.93385","1748.61277","","",""
"STD 0.1","标样","2018/11/23 13:12:03","As 188.980","As","","0.10000","0.10000","ppm","91.69781","-","-","20.44965","22.30","-","-","-","-","","","","","","","3","0.10000","0.10000","0.10000","115.02429","83.21180","76.85735","","",""
"STD 0.1","标样","2018/11/23 13:12:03","As 193.696","As(ref)","","0.10000","0.10000","ppm","76.81025","-","-","1.86567","2.43","-","-","-","-","","","","","","","3","0.10000","0.10000","0.10000","75.30623","78.89798","76.22655","","",""
